title,authors,abstract,link,source_file
Towards the State Space Interpretation (SSI): A Formalized Framework forGameStudies and Design,"Zhenghao Wang, Shuo Xiong","In this paper, we establish structural analogies between core concepts in quantum mechanics and games . By constructing the Quantum Coin Toss on a quantum circuit, we preliminarily investigate the similarity between quantum system behavior and game behavior, thereby formulating the state-operation paradigm. Using this paradigm, we introduce the conceptual prototype of the State Space Interpretation (SSI). Based on mathematical and physical theories, particularly linear algebra, quantum mechanics, and statistical mechanics, we define formal constructs including state space, evolution path, and derived concepts. With the SSI, a game is conceptualized as a state space, while a gameplay process corresponds to an evolution path within this space. We propose that the SSI constitutes a novel interpretation framework for game design and game studies. This framework aims to enhance understanding of games and function as a link between game studies and related fields. △ Less",https://arxiv.org/abs/2509.17610,arxiv_game_page0.csv
Every Subtlety Counts: Fine-grained Person Independence Micro-Action Recognition via Distributionally Robust Optimization,"Feng-Qi Cui, Jinyang Huang, Anyang Tong, Ziyu Jia, Jie Zhang, Zhi Liu, Dan Guo, Jianwei Lu, Meng Wang","Micro-action Recognition is vital for psychological assessment and human-computer interaction. However, existing methods often fail in real-world scenarios because inter-person variability causes the same action to manifest differently, hindering robust generalization. To address this, we propose the Person Independence Universal Micro-action Recognition Framework, which integrates Distributionally Robust Optimization principles to learn person-agnostic representations. Our framework contains two plug-and- play components operating at the feature and loss levels. At the feature level, the Temporal-Frequency Alignment Module normalizes person-specific motion characteristics with a dual-branch design: the temporal branch applies Wasserstein-regularized alignment to stabilize dynamic trajectories, while the frequency branch introduces variance-guided perturbations to enhance robustness against person-specific spectral differences. A consistency-driven fusion mechanism integrates both branches. At the loss level, the Group-Invariant Regularized Loss partitions samples into pseudo-groups to simulate unseen person-specific distributions. By up-weighting boundary cases and regularizing subgroup variance, it forces the model to generalize beyond easy or frequent samples, thus enhancing robustness to difficult variations. Experiments on the large-scale MA-52 dataset demonstrate that our framework outperforms existing methods in both accuracy and robustness, achieving stable generalization under fine-grained conditions. △ Less",https://arxiv.org/abs/2509.21261,arxiv_play_page0.csv
Response to Promises and Pitfalls of Deep Kernel Learning,"Andrew Gordon Wilson, Zhiting Hu, Ruslan Salakhutdinov, Eric P. Xing","This note responds to ""Promises and Pitfalls of Deep Kernel Learning"" (Ober et al., 2021). The marginal likelihood of a Gaussian process can be compartmentalized into a data fit term and a complexity penalty. Ober et al. (2021) shows that if a kernel can be multiplied by a signal variance coefficient, then reparametrizing and substituting in the maximized value of this parameter sets a reparametrized data fit term to a fixed value. They use this finding to argue that the complexity penalty, a log determinant of the kernel matrix, then dominates in determining the other values of kernel hyperparameters, which can lead to data overcorrelation. By contrast, we show that the reparametrization in fact introduces another data-fit term which influences all other kernel hyperparameters. Thus, a balance between data fit and complexity still plays a significant role in determining kernel hyperparameters. △ Less",https://arxiv.org/abs/2509.21228,arxiv_play_page0.csv
Electronic crystals in layered materials,"You Zhou, Ilya Esterlis, Tomasz Smoleński","In modern two-dimensional (2D) materials, such as graphene-based systems and atomically-thin transition-metal dichalcogenides, the interplay of strong electronic correlations, tunable moiré superlattices, and nontrivial band topology has given rise to rich phase diagrams and collective phenomena. Among the novel phases that have been realized, electronic crystals -- states of matter in which itinerant electrons spontaneously crystallize -- play a particularly prominent role. In this Review, we summarize the current status of electron crystallization in van der Waals heterostructures, with emphasis on the experimental platforms and measurement techniques that enable their study. We also highlight open questions and outline future directions that may elucidate more of the fascinating properties of electronic crystals. △ Less",https://arxiv.org/abs/2509.21222,arxiv_play_page0.csv
The NANOGrav 15-Year Data Set: Improved Timing Precision With VLBI Astrometric Priors,"Sofia V. Sosa Fiscella, Michael T. Lam, Gabriella Agazie, Akash Anumarlapudi, Anne M. Archibald, Zaven Arzoumanian, Paul T. Baker, Paul R. Brook, H. Thankful Cromartie, Kathryn Crowter, Maria Silvina De Biasi, Megan E. DeCesar, Paul B. Demorest, Timothy Dolch, Elizabeth C. Ferrara, William Fiore, Emmanuel Fonseca, Gabriel E. Freedman, Nate Garver-Daniels, Peter A. Gentile, Joseph Glaser, Deborah C. Good, Jeffrey S. Hazboun, Ross J. Jennings, Megan L. Jones","Accurate pulsar astrometric estimates play an essential role in almost all high-precision pulsar timing experiments. Traditional pulsar timing techniques refine these estimates by including them as free parameters when fitting a model to observed pulse time-of-arrival measurements. However, reliable sub-milliarcsecond astrometric estimations require years of observations and, even then, power from red noise can be inadvertently absorbed into astrometric parameter fits, biasing the resulting estimations and reducing our sensitivity to red noise processes, including gravitational waves (GWs). In this work, we seek to mitigate these shortcomings by using pulsar astrometric estimates derived from Very Long Baseline Interferometry (VLBI) as priors for the timing fit. First, we calibrated a frame tie to account for the offsets between the reference frames used in VLBI and timing. Then, we used the VLBI-informed priors and timing-based likelihoods of several astrometric solutions consistent with both techniques to obtain a maximum-posterior astrometric solution. We found offsets between our results and the timing-based astrometric solutions, which, if real, would lead to absorption of spectral power at frequencies of interest for single-source GW searches. However, we do not find significant power absorption due to astrometric fitting at the low-frequency domain of the GW background. △ Less",https://arxiv.org/abs/2509.21203,arxiv_play_page0.csv
Resistive Scaling in the Magnetic Helicity-Driven Inverse Cascade,"Jiyao Zhang, Axel Brandenburg","The inverse cascade in MHD turbulence plays a crucial role in various astrophysical processes such as galaxy cluster formation, solar and stellar dynamo mechanisms, and the evolution of primordial magnetic fields in the early universe. A standard numerical approach involves injecting magnetic helicity at intermediate length scales to generate a secondary, time-dependent spectral peak that gradually propagates toward larger scales. Previous simulations have already suggested a resistive dependence of inverse transfer rates and demonstrated the significant influence of magnetic helicity flux density $ε_\mathrm{H}$ on this process. On dimensional grounds, we have $E_\mathrm{M}(k,t)=C_\mathrm{H} ε_\mathrm{H}^{2/3} k^{-1}$ where $C_\mathrm{H}$ represents a potentially universal dimensionless coefficient analogous to the Kolmogorov constant. We present a summary of the 25 distinct simulations conducted with the \textsc{Pencil Code}, systematically varying the forcing wavenumber $k_\mathrm{f}$, magnetic Prandtl number $Pm$, grid resolution $N^3$, and Lundquist number $Lu$. We obtained $C_\mathrm{H}$ and corresponding error bars by calculating the compensated spectrum and investigated its dependence with $Lu$ and $k_\mathrm{f}$. For the $C_\mathrm{H}$ - $Lu$ relationship, we observe strong correlations with power-law exponents of 1 and 2/3. In contrast, we find no significant correlation between $C_\mathrm{H}$ and $k_\mathrm{f}$. △ Less",https://arxiv.org/abs/2509.21141,arxiv_play_page0.csv
"Power residues, digit expansions and relative class numbers",Kurt Girstmair,"This is a survey of a connection between the distribution of certain power residues modulo $p$, $p$ a prime, and relative class numbers. The focus lies on quadratic residues and sixth power residues. Dirichlet's class number formula yields a number of results about the distribution of quadratic residues, for instance, the well-known fact that the interval $[0,p/2]$ contains more quadratic residues than nonresidues. This class number formula is also responsible for some properties of the digit expansions of numbers $m/p$, $p\NDIV m$. In a certain sense the results based on Dirichlet's formula can be extended to sixth power residues, where geometry plays an important role. △ Less",https://arxiv.org/abs/2509.21094,arxiv_play_page0.csv
SoM-1K: A Thousand-Problem Benchmark Dataset for Strength of Materials,"Qixin Wan, Zilong Wang, Jingwen Zhou, Wanting Wang, Ziheng Geng, Jiachen Liu, Ran Cao, Minghui Cheng, Lu Cheng","Foundation models have shown remarkable capabilities in various domains, but their performance on complex, multimodal engineering problems remains largely unexplored. We introduce SoM-1K, the first large-scale multimodal benchmark dataset dedicated to evaluating foundation models on problems in the strength of materials (SoM). The dataset, which contains 1,065 annotated SoM problems, mirrors real-world engineering tasks by including both textual problem statements and schematic diagrams. Due to the limited capabilities of current foundation models in understanding complicated visual information, we propose a novel prompting strategy called Descriptions of Images (DoI), which provides rigorous expert-generated text descriptions of the visual diagrams as the context. We evaluate eight representative foundation models, including both large language models (LLMs) and vision language models (VLMs). Our results show that current foundation models struggle significantly with these engineering problems, with the best-performing model achieving only 56.6% accuracy. Interestingly, we found that LLMs, when provided with DoI, often outperform VLMs provided with visual diagrams. A detailed error analysis reveals that DoI plays a crucial role in mitigating visual misinterpretation errors, suggesting that accurate text-based descriptions can be more effective than direct image input for current foundation models. This work establishes a rigorous benchmark for engineering AI and highlights a critical need for developing more robust multimodal reasoning capabilities in foundation models, particularly in scientific and engineering contexts. △ Less",https://arxiv.org/abs/2509.21079,arxiv_play_page0.csv
Efficient Ensemble Conditional Independence Test Framework for Causal Discovery,"Zhengkang Guan, Kun Kuang","Constraint-based causal discovery relies on numerous conditional independence tests (CITs), but its practical applicability is severely constrained by the prohibitive computational cost, especially as CITs themselves have high time complexity with respect to the sample size. To address this key bottleneck, we introduce the Ensemble Conditional Independence Test (E-CIT), a general and plug-and- play framework. E-CIT operates on an intuitive divide-and-aggregate strategy: it partitions the data into subsets, applies a given base CIT independently to each subset, and aggregates the resulting p-values using a novel method grounded in the properties of stable distributions. This framework reduces the computational complexity of a base CIT to linear in the sample size when the subset size is fixed. Moreover, our tailored p-value combination method offers theoretical consistency guarantees under mild conditions on the subtests. Experimental results demonstrate that E-CIT not only significantly reduces the computational burden of CITs and causal discovery but also achieves competitive performance. Notably, it exhibits an improvement in complex testing scenarios, particularly on real-world datasets. △ Less",https://arxiv.org/abs/2509.21021,arxiv_play_page0.csv
Littlewood's estimates for $L$-functions in the hyperelliptic ensemble,"Emanuel Carneiro, Pranendu Darbar, Mithun Kumar Das, Tolibjon Ismoilov, Antonio Pedro Ramos","We investigate the analogues of certain classical estimates of Littlewood for the Riemann zeta-function in the context of quadratic Dirichlet $L$-functions over function fields. In some situations, we are actually able to establish finer results in the function field setup than what is currently known in the original number field setup, and this leads us to an educated guess on what could happen for the Riemann zeta-function in such situations. Fourier analysis techniques play an important role in our approach. △ Less",https://arxiv.org/abs/2509.21019,arxiv_play_page0.csv
AOT*: Efficient Synthesis Planning via LLM-Empowered AND-OR Tree Search,"Xiaozhuang Song, Xuanhao Pan, Xinjian Zhao, Hangting Ye, Shufei Zhang, Jian Tang, Tianshu Yu","Retrosynthesis planning enables the discovery of viable synthetic routes for target molecules, playing a crucial role in domains like drug discovery and materials design. Multi-step retrosynthetic planning remains computationally challenging due to exponential search spaces and inference costs. While Large Language Models (LLMs) demonstrate chemical reasoning capabilities, their application to synthesis planning faces constraints on efficiency and cost. To address these challenges, we introduce AOT*, a framework that transforms retrosynthetic planning by integrating LLM-generated chemical synthesis pathways with systematic AND-OR tree search. To this end, AOT* atomically maps the generated complete synthesis routes onto AND-OR tree components, with a mathematically sound design of reward assignment strategy and retrieval-based context engineering, thus enabling LLMs to efficiently navigate in the chemical space. Experimental evaluation on multiple synthesis benchmarks demonstrates that AOT* achieves SOTA performance with significantly improved search efficiency. AOT* exhibits competitive solve rates using 3-5$\times$ fewer iterations than existing LLM-based approaches, with the efficiency advantage becoming more pronounced on complex molecular targets. △ Less",https://arxiv.org/abs/2509.20988,arxiv_play_page0.csv
Beyond Stars: Bridging the Gap Between Ratings and Review Sentiment with LLM,"Najla Zuhir, Amna Mohammad Salim, Parvathy Premkumar, Moshiur Farazi","We present an advanced approach to mobile app review analysis aimed at addressing limitations inherent in traditional star-rating systems. Star ratings, although intuitive and popular among users, often fail to capture the nuanced feedback present in detailed review texts. Traditional NLP techniques -- such as lexicon-based methods and classical machine learning classifiers -- struggle to interpret contextual nuances, domain-specific terminology, and subtle linguistic features like sarcasm. To overcome these limitations, we propose a modular framework leveraging large language models (LLMs) enhanced by structured prompting techniques. Our method quantifies discrepancies between numerical ratings and textual sentiment, extracts detailed, feature-level insights, and supports interactive exploration of reviews through retrieval-augmented conversational question answering (RAG-QA). Comprehensive experiments conducted on three diverse datasets (AWARE, Google Play , and Spotify) demonstrate that our LLM-driven approach significantly surpasses baseline methods, yielding improved accuracy, robustness, and actionable insights in challenging and context-rich review scenarios. △ Less",https://arxiv.org/abs/2509.20953,arxiv_play_page0.csv
Unlocking Noise-Resistant Vision: Key Architectural Secrets for Robust Models,"Bum Jun Kim, Makoto Kawano, Yusuke Iwasawa, Yutaka Matsuo","While the robustness of vision models is often measured, their dependence on specific architectural design choices is rarely dissected. We investigate why certain vision architectures are inherently more robust to additive Gaussian noise and convert these empirical insights into simple, actionable design rules. Specifically, we performed extensive evaluations on 1,174 pretrained vision models, empirically identifying four consistent design patterns for improved robustness against Gaussian noise: larger stem kernels, smaller input resolutions, average pooling, and supervised vision transformers (ViTs) rather than CLIP ViTs, which yield up to 506 rank improvements and 21.6\%p accuracy gains. We then develop a theoretical analysis that explains these findings, converting observed correlations into causal mechanisms. First, we prove that low-pass stem kernels attenuate noise with a gain that decreases quadratically with kernel size and that anti-aliased downsampling reduces noise energy roughly in proportion to the square of the downsampling factor. Second, we demonstrate that average pooling is unbiased and suppresses noise in proportion to the pooling window area, whereas max pooling incurs a positive bias that grows slowly with window size and yields a relatively higher mean-squared error and greater worst-case sensitivity. Third, we reveal and explain the vulnerability of CLIP ViTs via a pixel-space Lipschitz bound: The smaller normalization standard deviations used in CLIP preprocessing amplify worst-case sensitivity by up to 1.91 times relative to the Inception-style preprocessing common in supervised ViTs. Our results collectively disentangle robustness into interpretable modules, provide a theory that explains the observed trends, and build practical, plug-and- play guidelines for designing vision models more robust against Gaussian noise. △ Less",https://arxiv.org/abs/2509.20939,arxiv_play_page0.csv
GALAX: Graph-Augmented Language Model for Explainable Reinforcement-Guided Subgraph Reasoning in Precision Medicine,"Heming Zhang, Di Huang, Wenyu Li, Michael Province, Yixin Chen, Philip Payne, Fuhai Li","In precision medicine, quantitative multi-omic features, topological context, and textual biological knowledge play vital roles in identifying disease-critical signaling pathways and targets. Existing pipelines capture only part of these-numerical omics ignore topological context, text-centric LLMs lack quantitative grounded reasoning, and graph-only models underuse node semantics and the generalization of LLMs-limiting mechanistic interpretability. Although Process Reward Models (PRMs) aim to guide reasoning in LLMs, they remain limited by unreliable intermediate evaluation, and vulnerability to reward hacking with computational cost. These gaps motivate integrating quantitative multi-omic signals, topological structure with node annotations, and literature-scale text via LLMs, using subgraph reasoning as the principle bridge linking numeric evidence, topological knowledge and language context. Therefore, we propose GALAX (Graph Augmented LAnguage model with eXplainability), an innovative framework that integrates pretrained Graph Neural Networks (GNNs) into Large Language Models (LLMs) via reinforcement guided by a Graph Process Reward Model (GPRM), which generates disease-relevant subgraphs in a step-wise manner initiated by an LLM and iteratively evaluated by a pretrained GNN, enabling process-level supervision without explicit intermediate reasoning annotations. As an application, we also introduced Target-QA, a benchmark combining CRISPR-identified targets, multi-omic profiles, and biomedical graph knowledge across diverse cancer cell lines, which enables GNN pretraining for supervising step-wise graph construction and supports long-context reasoning over text-numeric graphs (TNGs), providing a scalable and biologically grounded framework for explainable, reinforcement-guided subgraph reasoning toward reliable and interpretable target and pathway discovery in precision medicine. △ Less",https://arxiv.org/abs/2509.20935,arxiv_play_page0.csv
Nonlinear corrections to the nuclear heavy flavor structure functions,"F. Abdi, B. Rezaei","We study numerically the small-$x$ behaviour of the nuclear gluon distribution function $ G^A(x,Q^2)$ at next-to-leading order (NLO) approximation of the Gribov-Levin-Ryskin-Mueller-Qiu, Zhu-Ruan-Shen (GLR-MQ-ZRS) nonlinear equation and quantify the impact of gluon recombination in the kinematic range of $x \le 10^{-2}$ and $Q^2 \ge 5 \text{GeV}^2$ respectively. The results are comparable to the Rausch-Guzey-Klasen (RGK) [J.Rausch, V.Guzey and M.Klasen, Phys. Rev. D 107, 054003 (2023)] nuclear gluon distributions and the nCTEQ15 parametrization at the corresponding $Q^2$ values. Using the solutions of $ G^A(x,Q^2)$ in the framework of the nonlinear GLR-MQ-ZRS evolution equation, the linear and nonlinear behavior of the charm structure functions of nuclei per nucleon $F^{c\bar{c}-A}_2(x,Q^2)$ and $F^{c\bar{c}-A}_L(x,Q^2)$ are considered. The results reveal that nonlinear corrections play an important role in charm nuclear reduced cross sections at small-$ x$ and low $Q^2$ values. The computed results are compared with experimental data from the H1 and ZEUS Collaborations. △ Less",https://arxiv.org/abs/2509.20934,arxiv_play_page0.csv
Quantum Simulation and Energy Estimation for Discretized Anharmonic oscillator,"Saurav Suman, Bikash K. Behera, Vivek Vyas, Prasanta k. Panigrahi","Anharmonic potential quantum system play crucial role in physics as they provide a more realistic description of oscillatory phenomena, which often deviate from the idealized harmonic model. However, simulating such system on classical computers is highly challenging due to nonlinear interactions, large state spaces, and the exponential scaling of memory and computational resources. In this work, quantum simulation is employed to model a quantum anharmonic oscillator (QAHO) using a 3-qubit system implemented on IBM's Quantum Experiences platform. A quantum circuit with a filter-based design and Toffoli gates is constructed to track quantum state evolution, capturing key phenomena like quantum revival. The framework is further extended to n-qubit system to enhance resolution and scalability. For energy estimation, the Variational Quantum Eigensolver (VQE) with a TwoLocal ansatz and variational Quantum Deflation (VQD), are used to compute ground and excited state energies. The proposed approach achieves high accuracy with an error of only 1.11% compared to exact methods. Notably, VQE outperforms classical approximations such as perturbation theory (error 6.71%) and the Wentzel-Kramers-Brillouin (WKB) approximation(error 5.36%), yielding more precise energy values. These results highlight the potential of quantum simulation and VQD as effective tools for investigating complex quantum system, paving the way for future application in quantum chemistry and materials science as quantum hardware continues to advance. △ Less",https://arxiv.org/abs/2509.20907,arxiv_play_page0.csv
PseudoBridge: Pseudo Code as the Bridge for Better Semantic and Logic Alignment in Code Retrieval,"Yixuan Li, Xinyi Liu, Weidong Yang, Ben Fei, Shuhao Li, Mingjie Zhou, Lipeng Ma","Code search aims to precisely find relevant code snippets that match natural language queries within massive codebases, playing a vital role in software development. Recent advances leverage pre-trained language models (PLMs) to bridge the semantic gap between unstructured natural language (NL) and structured programming languages (PL), yielding significant improvements over traditional information retrieval and early deep learning approaches. However, existing PLM-based methods still encounter key challenges, including a fundamental semantic gap between human intent and machine execution logic, as well as limited robustness to diverse code styles. To address these issues, we propose PseudoBridge, a novel code retrieval framework that introduces pseudo-code as an intermediate, semi-structured modality to better align NL semantics with PL logic. Specifically, PseudoBridge consists of two stages. First, we employ an advanced large language model (LLM) to synthesize pseudo-code, enabling explicit alignment between NL queries and pseudo-code. Second, we introduce a logic-invariant code style augmentation strategy and employ the LLM to generate stylistically diverse yet logically equivalent code implementations with pseudo-code, then align the code snippets of different styles with pseudo-code, enhancing model robustness to code style variation. We build PseudoBridge across 10 different PLMs and evaluate it on 6 mainstream programming languages. Extensive experiments demonstrate that PseudoBridge consistently outperforms baselines, achieving significant gains in retrieval accuracy and generalization, particularly under zero-shot domain transfer scenarios such as Solidity and XLCoST datasets. These results demonstrate the effectiveness of explicit logical alignment via pseudo-code and highlight PseudoBridge's potential as a robust, generalizable solution for code retrieval. △ Less",https://arxiv.org/abs/2509.20881,arxiv_play_page0.csv
The Unanticipated Asymmetry Between Perceptual Optimization and Assessment,"Jiabei Zhang, Qi Wang, Siyu Wu, Du Chen, Tianhe Wu","Perceptual optimization is primarily driven by the fidelity objective, which enforces both semantic consistency and overall visual realism, while the adversarial objective provides complementary refinement by enhancing perceptual sharpness and fine-grained detail. Despite their central role, the correlation between their effectiveness as optimization objectives and their capability as image quality assessment (IQA) metrics remains underexplored. In this work, we conduct a systematic analysis and reveal an unanticipated asymmetry between perceptual optimization and assessment: fidelity metrics that excel in IQA are not necessarily effective for perceptual optimization, with this misalignment emerging more distinctly under adversarial training. In addition, while discriminators effectively suppress artifacts during optimization, their learned representations offer only limited benefits when reused as backbone initializations for IQA models. Beyond this asymmetry, our findings further demonstrate that discriminator design plays a decisive role in shaping optimization, with patch-level and convolutional architectures providing more faithful detail reconstruction than vanilla or Transformer-based alternatives. These insights advance the understanding of loss function design and its connection to IQA transferability, paving the way for more principled approaches to perceptual optimization. △ Less",https://arxiv.org/abs/2509.20878,arxiv_play_page0.csv
Alternative tangent and cotangent structures and their physical applications,"José F. Cariñena, Jesús Clemente-Gallardo, Giuseppe Marmo","The conditions under which a given manifold $M$ may be given a tangent bundle or a cotangent bundle structure are analyzed. This is an important property arising in different contexts. For instance, in the study of integrability of a given dynamics the existence of alternative compatible structures is very relevant, as well as in the geometric approach to Classical Mechanics. On the other hand in the quantum-to-classical transition, a Weyl system plays an important role for it provides (within the so-called Weyl-Wigner formalism) a description of quantum mechanics on a (symplectic) phase-space $M$. A Lagrangian subspace $Q\subset M$ of the (linear) phase space determines thus a maximal set of pairwise commuting unitary operators, which is used to parametrize the quantum states. As the choice of this maximal Abelian set of observables is not unique, the different choices make the phase space to become diffeomorphic to different cotangent bundles $T^*Q$ corresponding to different choices for the base manifold (and hence the fibers). These motivating ideas are used to study how to define alternative tangent and/or cotangent bundle structures on a phase space. △ Less",https://arxiv.org/abs/2509.20855,arxiv_play_page0.csv
FHRFormer: A Self-supervised Transformer Approach for Fetal Heart Rate Inpainting and Forecasting,"Kjersti Engan, Neel Kanwal, Anita Yeconia, Ladislaus Blacy, Yuda Munyaw, Estomih Mduma, Hege Ersdal","Approximately 10\% of newborns require assistance to initiate breathing at birth, and around 5\% need ventilation support. Fetal heart rate (FHR) monitoring plays a crucial role in assessing fetal well-being during prenatal care, enabling the detection of abnormal patterns and supporting timely obstetric interventions to mitigate fetal risks during labor. Applying artificial intelligence (AI) methods to analyze large datasets of continuous FHR monitoring episodes with diverse outcomes may offer novel insights into predicting the risk of needing breathing assistance or interventions. Recent advances in wearable FHR monitors have enabled continuous fetal monitoring without compromising maternal mobility. However, sensor displacement during maternal movement, as well as changes in fetal or maternal position, often lead to signal dropouts, resulting in gaps in the recorded FHR data. Such missing data limits the extraction of meaningful insights and complicates automated (AI-based) analysis. Traditional approaches to handle missing data, such as simple interpolation techniques, often fail to preserve the spectral characteristics of the signals. In this paper, we propose a masked transformer-based autoencoder approach to reconstruct missing FHR signals by capturing both spatial and frequency components of the data. The proposed method demonstrates robustness across varying durations of missing data and can be used for signal inpainting and forecasting. The proposed approach can be applied retrospectively to research datasets to support the development of AI-based risk algorithms. In the future, the proposed method could be integrated into wearable FHR monitoring devices to achieve earlier and more robust risk detection. △ Less",https://arxiv.org/abs/2509.20852,arxiv_play_page0.csv
Baryons as linked vortices in QCD matter with isospin asymmetry,"Yu Hamada, Muneto Nitta, Zebin Qiu","We investigate a baryonic structure in low-energy QCD via a model-independent way using the chiral perturbation theory at the leading order, in the presence of the baryon chemical potential $μ_B$, the isospin chemical potential $μ_I$, and the electromagnetic coupling. For such a scenario in the chiral limit, it has been known that the neutral pion winds like in the chiral soliton lattice, confined within an Abrikosov-Nielsen-Olesen (ANO) vortex of the charged pions. This structure undergoes a drastic transformation when the pion mass is introduced, i.e., both charged and neutral pions condense in the bulk, allowing two distinct types of vortices: the charged pions constitute a local ANO-like vortex, while the neutral pion configures a global vortex which is further attached to a domain wall also known as the chiral soliton. Remarkably, the ANO vortex forms a topological linking with the closed global vortex line, when $μ_B$ exceeds its critical value as a function of $μ_I$. The linking number has the physical meaning of the baryon number in view of the Wess-Zumino-Witten term. In this sense, the linked configuration realizes a stable Skyrmion-type solution, but innovatively without the Skyrme term. We therefore propose a novel phase of dense baryonic matter comprised of such vortices, which shall play a role in the low-energy QCD phase diagram. △ Less",https://arxiv.org/abs/2509.20844,arxiv_play_page0.csv
Nontrivial topology in one- and two-dimensional asymmetric systems with chiral boundary states,"Yunlin Li, Yufu Liu, Xuezhi Wang, Haoran Zhang, Xunya Jiang","Symmetry plays an important role in the topological band theory. In contrary, study on the topological properties of the asymmetric systems is rather limited, especially in higher-dimensional systems. In this work, we explore a new theory to study the topology in various one-dimensional (1D) and two-dimensional (2D) asymmetric systems with chiral boundary states. Starting from the simple SSHm model, we show the chiral topology of its edge states by redefining sublattices. Meanwhile, based on its Rice-Mele-like effective Hamiltonian, a new topological invariant $\bar{Z}$ can be defined and the bulk-edge correspondence is established. With this clear physical picture, our theory can be extended to the more complex asymmetric ladder models, or even the 2D asymmetric systems. In the 2D BBH3 model, new chiral corner states with redefined lattices are found based on our method. These corner states are independent of any spatial symmetry and exhibit the characteristics of topological bound states in the continuum (TBICs). Moreover, the topological invariant can be calculated by introducing $\bar{Z}$ into 2D. At last, we propose an acoustic experiment of the BBH3 model where chiral corner states are numerically observed. Our work exhibits a new approach to study the topological properties of asymmetric systems. By redefining sublattices, we find that the models with entirely different structures might share the same topological origins. △ Less",https://arxiv.org/abs/2509.20834,arxiv_play_page0.csv
Imagining Design Workflows in Agentic AI Futures,"Samangi Wadinambiarachchi, Jenny Waycott, Yvonne Rogers, Greg Wadley","As designers become familiar with Generative AI, a new concept is emerging: Agentic AI. While generative AI produces output in response to prompts, agentic AI systems promise to perform mundane tasks autonomously, potentially freeing designers to focus on what they love: being creative. But how do designers feel about integrating agentic AI systems into their workflows? Through design fiction, we investigated how designers want to interact with a collaborative agentic AI platform. Ten professional designers imagined and discussed collaborating with an AI agent to organise inspiration sources and ideate. Our findings highlight the roles AI agents can play in supporting designers, the division of authority between humans and AI, and how designers' intent can be explained to AI agents beyond prompts. We synthesise our findings into a conceptual framework that identifies authority distribution among humans and AI agents and discuss directions for utilising AI agents in future design workflows. △ Less",https://arxiv.org/abs/2509.20731,arxiv_play_page0.csv
SeamCrafte: Enhancing Mesh Seam Generation for Artist UV Unwrapping via Reinforcement Learning,"Duoteng Xu, Yuguang Chen, Jing Li, Xinhai Liu, Xueqi Ma, Zhuo Chen, Dongyu Zhang, Chunchao Guo","Mesh seams play a pivotal role in partitioning 3D surfaces for UV parametrization and texture mapping. Poorly placed seams often result in severe UV distortion or excessive fragmentation, thereby hindering texture synthesis and disrupting artist workflows. Existing methods frequently trade one failure mode for another-producing either high distortion or many scattered islands. To address this, we introduce SeamCrafter, an autoregressive GPT-style seam generator conditioned on point cloud inputs. SeamCrafter employs a dual-branch point-cloud encoder that disentangles and captures complementary topological and geometric cues during pretraining. To further enhance seam quality, we fine-tune the model using Direct Preference Optimization (DPO) on a preference dataset derived from a novel seam-evaluation framework. This framework assesses seams primarily by UV distortion and fragmentation, and provides pairwise preference labels to guide optimization. Extensive experiments demonstrate that SeamCrafter produces seams with substantially lower distortion and fragmentation than prior approaches, while preserving topological consistency and visual fidelity. △ Less",https://arxiv.org/abs/2509.20725,arxiv_play_page0.csv
CE-GPPO: Controlling Entropy via Gradient-Preserving Clipping Policy Optimization in Reinforcement Learning,"Zhenpeng Su, Leiyu Pan, Minxuan Lv, Yuntao Li, Wenping Hu, Fuzheng Zhang, Kun Gai, Guorui Zhou","Reinforcement learning (RL) has become a powerful paradigm for optimizing large language models (LLMs) to handle complex reasoning tasks. A core challenge in this process lies in managing policy entropy, which reflects the balance between exploration and exploitation during training. Existing methods, such as proximal policy optimization (PPO) and its variants, discard valuable gradient signals from low-probability tokens due to the clipping mechanism. We systematically analyze the entropy dynamics and reveal that these clipped tokens play a critical yet overlooked role in regulating entropy evolution. We propose \textbf{C}ontrolling \textbf{E}ntropy via \textbf{G}radient-\textbf{P}reserving \textbf{P}olicy \textbf{O}ptimization (CE-GPPO), a novel algorithm that reintroduces gradients from clipped tokens in native PPO in a gentle and bounded manner. By controlling the magnitude of gradients from tokens outside the clipping interval, CE-GPPO is able to achieve an exploration-exploitation trade-off. We provide theoretical justification and empirical evidence showing that CE-GPPO effectively mitigates entropy instability. Extensive experiments on mathematical reasoning benchmarks show that CE-GPPO consistently outperforms strong baselines across different model scales. △ Less",https://arxiv.org/abs/2509.20712,arxiv_play_page0.csv
